family,relation,target,sense
fairy,synonym,queen,2
faith,synonym,fidelity,
faith,synonym,religion,1
faith,synonym,trust,2
fake,similar,artificial,2
fake,similar,real,2
fake,synonym,bastard,1
fake,synonym,false,2
fake,synonym,forge,
fake,synonym,fraud,
fake,synonym,manipulate,
fall,antonym,rise,2
fall,similar,precipitate,1
fall,synonym,accrue,
fall,synonym,autumn,
fall,synonym,decrease,
fall,synonym,descend,2
fall,synonym,descent,
fall,synonym,diminish,
fall,synonym,dusk,
fall,synonym,pin,
fall,synonym,precipitate,
fall,synonym,twilight,
fall,synonym,vanish,
false,antonym,true,1
false,similar,correct,2
false,similar,true,1
false,similar,wrong,2
false,synonym,fake,
falter,synonym,stumble,3
falter,synonym,waver,1
fame,synonym,celebrity,1
fame,synonym,renown,1
familiar,antonym,strange,2
familiar,similar,common,2
familiar,similar,every,2
familiar,similar,garden,2
familiar,similar,old,1
familiar,similar,usual,2
familiar,synonym,companion,
familiar,synonym,comrade,
familiar,synonym,fellow,
family,synonym,category,3
family,synonym,class,3
family,synonym,folk,
family,synonym,home,1
family,synonym,house,1
family,synonym,household,1
family,synonym,kin,
family,synonym,mob,
family,synonym,syndicate,
fan,synonym,love,3
fancy,antonym,plain,
fancy,antonym,plains,
fancy,similar,realise,1
fancy,similar,see,1
fancy,similar,understand,1
fancy,synonym,fantasy,3
fancy,synonym,figure,1
fancy,synonym,illusion,3
fancy,synonym,image,1
fancy,synonym,partiality,
fancy,synonym,picture,1
fancy,synonym,project,1
fancy,synonym,see,1
fantastic,similar,extraordinary,2
fantastic,similar,real,3
fantastic,similar,strange,1
fantastic,similar,usual,1
fantastic,synonym,grand,2
fantastic,synonym,terrific,2
fantastic,synonym,tremendous,2
fantastic,synonym,wild,3
fantasy,synonym,fancy,3
fantasy,synonym,illusion,3
far,antonym,near,
fare,synonym,menu,1
fare,synonym,transport,2
farewell,synonym,leave,2
farewell,synonym,part,2
farm,synonym,agriculture,
fascinate,synonym,capture,3
fascinate,synonym,catch,3
fascinate,synonym,charm,3
fascinate,synonym,enchant,3
fascinate,synonym,entrance,3
fascinate,synonym,grip,2
fascinate,synonym,intrigue,1
fashion,synonym,manner,1
fashion,synonym,mode,1
fashion,synonym,style,1
fashion,synonym,way,1
fast,antonym,slow,1
fast,similar,express,1
fast,similar,fleet,1
fast,similar,hot,1
fast,similar,immediate,1
fast,similar,instant,1
fast,similar,prompt,1
fast,similar,quick,1
fast,similar,rapid,1
fast,similar,smart,1
fast,similar,swift,1
fast,synonym,degenerate,
fast,synonym,loyal,
fast,synonym,quick,
fasten,synonym,fix,1
fasten,synonym,secure,1
fat,antonym,thin,1
fat,similar,gross,1
fat,similar,heavy,1
fat,similar,obese,1
fat,similar,overweight,1
fat,similar,plump,1
fat,similar,stout,1
fat,similar,thick,2
fatal,similar,dead,1
fatal,similar,decisive,2
fatal,similar,fortunate,3
fatal,similar,lethal,1
fatal,similar,mortal,1
fatal,similar,terminal,1
fatal,synonym,black,3
fate,synonym,circumstance,3
fate,synonym,destiny,1
fate,synonym,doom,
fate,synonym,fortune,3
fate,synonym,lot,3
fate,synonym,luck,3
fate,synonym,portion,3
father,antonym,mother,1
fatigue,synonym,tire,1
fatigue,synonym,weary,
fault,synonym,blame,
fault,synonym,defect,2
fault,synonym,error,1
fault,synonym,flaw,2
fault,synonym,fracture,
fault,synonym,mistake,1
favour,synonym,prefer,
favourite,similar,popular,1
favourite,synonym,darling,
favourite,synonym,pet,2
fear,synonym,awe,3
fear,synonym,care,2
fear,synonym,concern,2
fear,synonym,dread,
fear,synonym,fright,1
fear,synonym,revere,3
feasible,similar,possible,1
feasible,synonym,viable,1
feast,synonym,banquet,1
feast,synonym,spread,3
feat,synonym,effort,1
feat,synonym,exploit,1
feature,synonym,boast,
feature,synonym,characteristic,1
feature,synonym,have,
fee,synonym,tip,3
feeble,similar,frail,3
feeble,similar,weak,1
feeble,synonym,faint,2
feeble,synonym,weak,3
feed,antonym,starve,2
feed,synonym,eat,
feed,synonym,flow,
feed,synonym,give,2
feed,synonym,prey,
feel,similar,find,2
feel,similar,rule,2
feel,synonym,experience,1
feel,synonym,find,2
feel,synonym,flavour,
feel,synonym,sense,3
feel,synonym,spirit,
felled,similar,fly,2
felled,similar,vanish,2
felled,synonym,drop,1
felled,synonym,fly,2
felled,synonym,vanish,2
fellow,synonym,associate,2
fellow,synonym,chap,1
fellow,synonym,colleague,3
fellow,synonym,companion,2
fellow,synonym,company,
fellow,synonym,comrade,2
fellow,synonym,familiar,2
fellow,synonym,gentleman,1
fellow,synonym,lad,1
fellow,synonym,society,
female,antonym,male,1
female,similar,feminine,2
feminine,antonym,masculine,1
feminine,similar,fair,1
feminine,similar,female,1
feminine,similar,maiden,1
fence,synonym,argue,
fence,synonym,contend,
fend,similar,stand,2
fend,synonym,resist,2
fend,synonym,stand,2
fertile,antonym,sterile,1
fertile,similar,rank,1
fertile,synonym,sterile,
festive,synonym,gay,1
festive,synonym,merry,1
fetch,similar,bring,1
fetch,similar,convey,1
fetch,similar,take,1
fetch,synonym,bring,1
fetch,synonym,convey,1
fetch,synonym,get,1
few,antonym,many,2
few,antonym,more,
few,antonym,most,
fibre,synonym,character,3
fiddle,synonym,monkey,
fiddle,synonym,violin,1
fidelity,synonym,faith,2
field,synonym,arena,
field,synonym,discipline,
field,synonym,domain,
field,synonym,orbit,
field,synonym,plains,
field,synonym,sphere,
field,synonym,subject,
field,synonym,theatre,
fierce,similar,intense,2
fierce,similar,violent,1
fierce,synonym,furious,1
fierce,synonym,savage,1
fierce,synonym,violent,2
fiery,similar,hot,2
fight,synonym,agitate,
fight,synonym,battle,
fight,synonym,combat,
fight,synonym,conflict,
fight,synonym,contend,1
fight,synonym,crusade,
fight,synonym,defend,2
fight,synonym,oppose,2
fight,synonym,struggle,1
figure,antonym,ground,
figure,synonym,anatomy,2
figure,synonym,build,2
figure,synonym,calculate,
figure,synonym,digit,3
figure,synonym,estimate,
figure,synonym,fancy,
figure,synonym,flesh,2
figure,synonym,forecast,
figure,synonym,form,2
figure,synonym,frame,2
figure,synonym,number,
figure,synonym,pattern,
figure,synonym,reckon,
figure,synonym,shape,2
file,synonym,register,
fill,antonym,empty,1
fill,synonym,fulfil,
fill,synonym,occupy,3
fill,synonym,satisfy,
film,synonym,cinema,2
film,synonym,flick,1
film,synonym,movie,1
film,synonym,picture,1
filter,synonym,strain,3
filter,synonym,trickle,
filth,synonym,grease,2
filth,synonym,soil,2
filth,synonym,stain,2
fin,synonym,five,1
final,similar,closed,1
final,similar,ultimate,2
final,synonym,last,1
final,synonym,net,2
final,synonym,terminal,1
find,antonym,lose,3
find,similar,discover,2
find,similar,recover,3
find,similar,regain,3
find,similar,retrieve,3
find,synonym,ascertain,
find,synonym,bump,1
find,synonym,chance,1
find,synonym,detect,2
find,synonym,determine,
find,synonym,discover,2
find,synonym,encounter,1
find,synonym,establish,
find,synonym,feel,
find,synonym,happen,1
find,synonym,incur,
find,synonym,institute,
find,synonym,launch,
find,synonym,notice,2
find,synonym,observe,2
find,synonym,obtain,
find,synonym,receive,
find,synonym,recover,
find,synonym,regain,3
find,synonym,retrieve,
find,synonym,see,
fine,antonym,coarse,
fine,similar,precise,2
fine,similar,satisfactory,1
fine,similar,thin,3
fine,synonym,alright,
fine,synonym,cool,1
fine,synonym,ok,1
finger,synonym,digit,2
finish,antonym,start,
finish,synonym,cease,3
finish,synonym,complete,1
finish,synonym,conclusion,
finish,synonym,destination,
finish,synonym,end,3
finish,synonym,goal,
finish,synonym,last,
finish,synonym,lasted,
finish,synonym,polish,
finish,synonym,stop,3
finish,synonym,terminate,3
finite,antonym,infinite,1
finite,similar,permanent,1
fire,antonym,hire,
fire,synonym,arouse,
fire,synonym,attack,
fire,synonym,burn,
fire,synonym,displace,
fire,synonym,elicit,
fire,synonym,evoke,
fire,synonym,flame,3
fire,synonym,fuel,
fire,synonym,provoke,
fire,synonym,sack,
firearm,synonym,piece,1
firm,synonym,house,1
firm,synonym,loyal,
firm,synonym,resolution,
firm,synonym,steady,
firms,synonym,house,1
first,antonym,last,
first,antonym,lasted,
first,antonym,second,
first,antonym,seconds,
first,synonym,maiden,
first,synonym,offset,3
first,synonym,outset,3
first,synonym,start,3
fish,synonym,angle,3
fit,similar,blend,2
fit,similar,go,2
fit,synonym,accommodate,1
fit,synonym,agree,
fit,synonym,correspond,
fit,synonym,disqualify,
fit,synonym,fulfil,
fit,synonym,go,2
fit,synonym,satisfy,
fit,synonym,suit,1
fit,synonym,tally,
five,synonym,fin,1
fix,synonym,cook,
fix,synonym,define,3
fix,synonym,determine,3
fix,synonym,doctor,1
fix,synonym,fasten,2
fix,synonym,jam,
fix,synonym,limit,3
fix,synonym,mend,1
fix,synonym,mess,
fix,synonym,pickle,
fix,synonym,prepare,
fix,synonym,repair,1
fix,synonym,restore,1
fix,synonym,secure,2
fix,synonym,set,3
fix,synonym,specify,3
fixture,synonym,regular,2
flag,synonym,sag,
flake,synonym,bit,3
flake,synonym,chip,3
flake,synonym,eccentric,2
flake,synonym,peel,
flake,synonym,scrap,3
flame,synonym,fire,1
flame,synonym,flare,2
flank,synonym,wing,1
flap,synonym,flutter,3
flap,synonym,fuss,2
flare,synonym,erupt,
flare,synonym,flame,
flare,synonym,flash,3
flash,synonym,blink,
flash,synonym,cheap,
flash,synonym,flare,
flash,synonym,loud,
flash,synonym,wink,
flat,antonym,sharp,
flat,synonym,apartment,
flat,synonym,bland,
flat,synonym,straight,
flavour,synonym,feel,1
flavour,synonym,look,1
flavour,synonym,relish,3
flavour,synonym,savour,3
flavour,synonym,seasoning,
flavour,synonym,smack,3
flavour,synonym,smell,1
flavour,synonym,spirit,1
flavour,synonym,tone,1
flaw,synonym,defect,1
flaw,synonym,fault,1
flee,synonym,fly,1
fleet,synonym,fade,
fleet,synonym,flutter,
fleet,synonym,swift,
fleeting,similar,short,1
flesh,synonym,anatomy,2
flesh,synonym,build,2
flesh,synonym,figure,2
flesh,synonym,form,2
flesh,synonym,frame,2
